类型,块ID,章,节,原文片段,人工判定
dialogue_speaker,第7-1章_001,第7-1章,第280话 读第一话,「可恶，我为啥要在这种地方吃饭啊⋯⋯真是的，都怪大圣堂的位置不好⋯⋯为啥偏偏要建在那儿啊⋯⋯」
dialogue_speaker,第7-1章_002,第7-1章,第280话 读第一话,「唉⋯⋯」
dialogue_speaker,第7-1章_002,第7-1章,第280话 读第一话,「我回来了啊⋯⋯行了，虽然难得又来一次迷宫探索，不过还是让我趁早搞定吧。──『Wind・风疾走』。」
dialogue_speaker,第7-1章_002,第7-1章,第280话 读第一话,「奔驰疾走吧！」
dialogue_speaker,第7-1章_003,第7-1章,第280话 读第一话,「──『风』。」
dialogue_speaker,第7-1章_003,第7-1章,第280话 读第一话,「──找到了⋯⋯！外表跟情报相符。而且也能感觉到『血』的迹象！」
dialogue_speaker,第7-1章_003,第7-1章,第280话 读第一话,「唉⋯⋯」
dialogue_speaker,第7-1章_003,第7-1章,第280话 读第一话,「抢了你们的怪非常抱歉。我实在是有急事要办⋯⋯当然，魔石是属于你们的，请不用担心。」
dialogue_speaker,第7-1章_004,第7-1章,第280话 读第一话,「⋯⋯哪里，敌人比想像中还要难对付，你能出手相助实在是帮大忙了。敢问你是⋯⋯是骑士吗？」
dialogue_speaker,第7-1章_004,第7-1章,第280话 读第一话,「我姑且是弗茨亚茨的上级骑士。你看、臂章和剑都在这里。」
dialogue_speaker,第7-1章_004,第7-1章,第280话 读第一话,「我的名字是莱纳・赫勒比勒夏因。姑且是大圣堂的现人神拉丝缇娅拉大人的直属骑士。你们两位是艾尔和艾米丽对吗？」
dialogue_speaker,第7-1章_004,第7-1章,第280话 读第一话,「是的。正是如此。」
dialogue_speaker,第7-1章_004,第7-1章,第280话 读第一话,「我是艾米丽。可是，你为什么知道我们的名字⋯⋯」
dialogue_speaker,第7-1章_004,第7-1章,第280话 读第一话,「我们之前似乎是有一面之缘，你们还记得吗？虽然我当时失去了意识所以完全没有印象就是了⋯⋯」
dialogue_speaker,第7-1章_004,第7-1章,第280话 读第一话,「啊！是那个时候的！？是那个差点死掉的人！是前辈的队友来着！」
dialogue_speaker,第7-1章_004,第7-1章,第280话 读第一话,「是的，我就是那个人。你能记得真是太好了。」
dialogue_speaker,第7-1章_004,第7-1章,第280话 读第一话,「你就是那・个・人──、真・的・是⋯⋯！」
dialogue_speaker,第7-1章_004,第7-1章,第280话 读第一话,「没错，我就是那个人⋯⋯大概吧。怎么了吗？你为什么这么惊讶？」
dialogue_speaker,第7-1章_004,第7-1章,第280话 读第一话,「不、没什么，只是看你比想像中要强，所以⋯⋯」
dialogue_speaker,第7-1章_004,第7-1章,第280话 读第一话,「你们在迷宫应该也见识过那两个人的力量了吧？跟他们比起来，我这算不得什么⋯⋯」
dialogue_speaker,第7-1章_004,第7-1章,第280话 读第一话,「那个⋯⋯其实是因为我们一直以为莱纳先生只是搭前辈的便车的⋯⋯」
dialogue_speaker,第7-1章_004,第7-1章,第280话 读第一话,「⋯⋯吓到你们了呢，真是不好意思。下次有机会我会使用动静轻一些的魔法的。」
