T0-0007	病床前誓守护妹妹	incantation_不罚的大英雄	第四章-拉丝缇娅拉・弗茨亚茨的战闘 / block_id md-0147（闪回段，千年后于拉丝缇娅拉战败北之际讲述）
T0-0019	兄妹许愿发动首次真正魔法	incantation_■道落土(Lord·of·Lord) | incantation_王■落土(Lost·Vi·EithéA)	话:第407话真正的魔法 / block_id md-0305
T0-0023	阳滝冰封涡波记忆	incantation_Freeze(静止/水之理原型)	话:第408话真正的留恋 / block_id md-0312,md-0313
T0-0055	拉古涅反转取回湖凪之名	incantation_反转 | incantation_我为逐幻之幻 | incantation_甚而无法存在于世界之中	话:332 / block_id 7373md-0083
T0-0057	阳滝=水之理的盗窃者真相	incantation_阳滝精神干涉魔法	话:第333话 今后的日子 / block_id 7373md-0085
T1-0012	千年前城堡魔法开发	incantation_神圣魔法(原形)	第160话 推测 / block_id md-0155（[闪回/记忆]梦中记忆再生）
T1-0022	罗德觉醒'支配之王'·孤儿院篇	incantation_罗德_Wind | incantation_罗德_SehrWind	话:第224话童の长い人生（后编） / block_id md-0240, md-0241, md-0242, md-0243(英雄谭)
T1-0025	涡波与缇缇缔结逃离契约	incantation_Dealing	话:第224话 童の长い人生（后编） / block_id md-0253~0254
T1-0038	命名咒术素质属性与理的盗窃者并创咏唱	incantation_涡波原创咏唱_祝福启新程 | incantation_次元之理	话:第352话 始祖 / block_id md-0021/0022/0023/0024
T1-0049	修尔斯篇古奈尔成女主角	incantation_读书	话:第379话 新暦0002年 / block_id md-0117
T1-0052	缇娅拉习得神铁锻造铸RokhBringer	咒术:神铁锻造	话:第381话 新暦0004年 / block_id md-0125~0126
T1-0069	希丝咏唱世界奉还阵，涡波反击令其溶解	incantation_世界奉还阵 | incantation_Levelup	话:第386话 新暦0011年、新暦0012年、新暦0013年 / md-0158, md-0159, md-0160
T1-0070	缇娅拉以幻紫腕救涡波止世界奉还阵	incantation_幻之紫腕	话:第386话 新暦0011年、新暦0012年、新暦0013年 / md-0160, md-0161
T1-0075	诺斯菲咏唱光之魔法	incantation_Light_Brionac	话:第394话 赫尔米娜‧涅夏的悲愿 / block_id md-0207
T1-0076	缇亚拉与勒迦希千年前共犯	Line	话:第398话『我们』 / block_id md-0234
T1-0077	阳滝毁灭原世界，穿越异世界	wintry_dimension	第409话 真正的兄妹 / block_id md-0317
T1-0082	涡波咏唱魔法治愈缇娅拉之疾	incantation_治愈魔法之光	话:残页 / block_id md-0351,md-0352
T1-0091	赛尔德拉暗处投资罗密斯复兴	incantation_Vibration	话:第434话 / block_id md-0147~md-0149
T1-0098	涡波假冒神明回应遗言	魔法_ReadingShift	话:第450话 可喜可贺 / block_id md-0268~0269
T1-0134	拉古涅咏唱两节魔法启程夺顶	incantation_我为逐幻之幻 | incantation_甚而无法存在于世界之中	话:331 / block_id 7373md-0078
T1-0136	阳滝为水之理援手洗脑涡波	incantation_阳滝精神干涉魔法	话:333 / block_id 7373md-0084-0086
